,index,Depth Path,Image Path,Instance Segmentation Path,Semantic Segmentation Path
6362,6642,hypersim_data/ai_026_011/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_026_011/images/scene_cam_00_final_preview/frame.0015.color.jpg,hypersim_data/ai_026_011/images/scene_cam_00_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_026_011/images/scene_cam_00_geometry_hdf5/frame.0015.semantic.hdf5
6363,6643,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0030.depth_meters.hdf5,hypersim_data/ai_044_003/images/scene_cam_02_final_preview/frame.0030.color.jpg,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0030.semantic_instance.hdf5,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0030.semantic.hdf5
6364,6644,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0030.depth_meters.hdf5,hypersim_data/ai_018_006/images/scene_cam_01_final_preview/frame.0030.color.jpg,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0030.semantic_instance.hdf5,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0030.semantic.hdf5
6365,6645,hypersim_data/ai_053_019/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_053_019/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_053_019/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_053_019/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6366,6646,hypersim_data/ai_006_009/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_006_009/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_006_009/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_006_009/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
6367,6647,hypersim_data/ai_026_014/images/scene_cam_01_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_026_014/images/scene_cam_01_final_preview/frame.0085.color.jpg,hypersim_data/ai_026_014/images/scene_cam_01_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_026_014/images/scene_cam_01_geometry_hdf5/frame.0085.semantic.hdf5
6368,6648,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_006_004/images/scene_cam_00_final_preview/frame.0095.color.jpg,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0095.semantic.hdf5
6369,6649,hypersim_data/ai_009_007/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_009_007/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_009_007/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_009_007/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
6370,6650,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_001_008/images/scene_cam_00_final_preview/frame.0005.color.jpg,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0005.semantic.hdf5
6371,6651,hypersim_data/ai_050_005/images/scene_cam_00_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_050_005/images/scene_cam_00_final_preview/frame.0060.color.jpg,hypersim_data/ai_050_005/images/scene_cam_00_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_050_005/images/scene_cam_00_geometry_hdf5/frame.0060.semantic.hdf5
6372,6652,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0055.depth_meters.hdf5,hypersim_data/ai_029_003/images/scene_cam_00_final_preview/frame.0055.color.jpg,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0055.semantic_instance.hdf5,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0055.semantic.hdf5
6373,6653,hypersim_data/ai_033_007/images/scene_cam_01_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_033_007/images/scene_cam_01_final_preview/frame.0035.color.jpg,hypersim_data/ai_033_007/images/scene_cam_01_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_033_007/images/scene_cam_01_geometry_hdf5/frame.0035.semantic.hdf5
6374,6654,hypersim_data/ai_054_009/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_054_009/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_054_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_054_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
6375,6655,hypersim_data/ai_023_005/images/scene_cam_01_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_023_005/images/scene_cam_01_final_preview/frame.0025.color.jpg,hypersim_data/ai_023_005/images/scene_cam_01_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_023_005/images/scene_cam_01_geometry_hdf5/frame.0025.semantic.hdf5
6376,6656,hypersim_data/ai_024_003/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_024_003/images/scene_cam_00_final_preview/frame.0015.color.jpg,hypersim_data/ai_024_003/images/scene_cam_00_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_024_003/images/scene_cam_00_geometry_hdf5/frame.0015.semantic.hdf5
6377,6657,hypersim_data/ai_051_002/images/scene_cam_00_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_051_002/images/scene_cam_00_final_preview/frame.0060.color.jpg,hypersim_data/ai_051_002/images/scene_cam_00_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_051_002/images/scene_cam_00_geometry_hdf5/frame.0060.semantic.hdf5
6378,6658,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_018_007/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6379,6659,hypersim_data/ai_006_007/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_006_007/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_006_007/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_006_007/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
6380,6660,hypersim_data/ai_016_005/images/scene_cam_00_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_016_005/images/scene_cam_00_final_preview/frame.0065.color.jpg,hypersim_data/ai_016_005/images/scene_cam_00_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_016_005/images/scene_cam_00_geometry_hdf5/frame.0065.semantic.hdf5
6381,6661,hypersim_data/ai_008_003/images/scene_cam_01_geometry_hdf5/frame.0080.depth_meters.hdf5,hypersim_data/ai_008_003/images/scene_cam_01_final_preview/frame.0080.color.jpg,hypersim_data/ai_008_003/images/scene_cam_01_geometry_hdf5/frame.0080.semantic_instance.hdf5,hypersim_data/ai_008_003/images/scene_cam_01_geometry_hdf5/frame.0080.semantic.hdf5
6382,6662,hypersim_data/ai_027_010/images/scene_cam_02_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_027_010/images/scene_cam_02_final_preview/frame.0085.color.jpg,hypersim_data/ai_027_010/images/scene_cam_02_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_027_010/images/scene_cam_02_geometry_hdf5/frame.0085.semantic.hdf5
6383,6663,hypersim_data/ai_044_006/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_044_006/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_044_006/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_044_006/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
6384,6664,hypersim_data/ai_053_010/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_053_010/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_053_010/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_053_010/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6385,6665,hypersim_data/ai_048_010/images/scene_cam_02_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_048_010/images/scene_cam_02_final_preview/frame.0000.color.jpg,hypersim_data/ai_048_010/images/scene_cam_02_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_048_010/images/scene_cam_02_geometry_hdf5/frame.0000.semantic.hdf5
6386,6666,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0090.depth_meters.hdf5,hypersim_data/ai_050_003/images/scene_cam_03_final_preview/frame.0090.color.jpg,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0090.semantic_instance.hdf5,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0090.semantic.hdf5
6387,6667,hypersim_data/ai_027_004/images/scene_cam_02_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_027_004/images/scene_cam_02_final_preview/frame.0020.color.jpg,hypersim_data/ai_027_004/images/scene_cam_02_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_027_004/images/scene_cam_02_geometry_hdf5/frame.0020.semantic.hdf5
6388,6668,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0075.depth_meters.hdf5,hypersim_data/ai_018_006/images/scene_cam_01_final_preview/frame.0075.color.jpg,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0075.semantic_instance.hdf5,hypersim_data/ai_018_006/images/scene_cam_01_geometry_hdf5/frame.0075.semantic.hdf5
6389,6669,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_015_001/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
6390,6670,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_050_003/images/scene_cam_03_final_preview/frame.0070.color.jpg,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_050_003/images/scene_cam_03_geometry_hdf5/frame.0070.semantic.hdf5
6391,6671,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_008_001/images/scene_cam_01_final_preview/frame.0025.color.jpg,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0025.semantic.hdf5
6392,6673,hypersim_data/ai_048_007/images/scene_cam_03_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_048_007/images/scene_cam_03_final_preview/frame.0085.color.jpg,hypersim_data/ai_048_007/images/scene_cam_03_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_048_007/images/scene_cam_03_geometry_hdf5/frame.0085.semantic.hdf5
6393,6674,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_014_003/images/scene_cam_00_final_preview/frame.0015.color.jpg,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0015.semantic.hdf5
6394,6675,hypersim_data/ai_055_003/images/scene_cam_00_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_055_003/images/scene_cam_00_final_preview/frame.0065.color.jpg,hypersim_data/ai_055_003/images/scene_cam_00_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_055_003/images/scene_cam_00_geometry_hdf5/frame.0065.semantic.hdf5
6395,6676,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_037_009/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
6396,6677,hypersim_data/ai_034_003/images/scene_cam_01_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_034_003/images/scene_cam_01_final_preview/frame.0035.color.jpg,hypersim_data/ai_034_003/images/scene_cam_01_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_034_003/images/scene_cam_01_geometry_hdf5/frame.0035.semantic.hdf5
6397,6678,hypersim_data/ai_046_004/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_046_004/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_046_004/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_046_004/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
6398,6679,hypersim_data/ai_051_004/images/scene_cam_05_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_051_004/images/scene_cam_05_final_preview/frame.0040.color.jpg,hypersim_data/ai_051_004/images/scene_cam_05_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_051_004/images/scene_cam_05_geometry_hdf5/frame.0040.semantic.hdf5
6399,6680,hypersim_data/ai_026_015/images/scene_cam_00_geometry_hdf5/frame.0080.depth_meters.hdf5,hypersim_data/ai_026_015/images/scene_cam_00_final_preview/frame.0080.color.jpg,hypersim_data/ai_026_015/images/scene_cam_00_geometry_hdf5/frame.0080.semantic_instance.hdf5,hypersim_data/ai_026_015/images/scene_cam_00_geometry_hdf5/frame.0080.semantic.hdf5
6400,6681,hypersim_data/ai_017_007/images/scene_cam_00_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_017_007/images/scene_cam_00_final_preview/frame.0000.color.jpg,hypersim_data/ai_017_007/images/scene_cam_00_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_017_007/images/scene_cam_00_geometry_hdf5/frame.0000.semantic.hdf5
6401,6682,hypersim_data/ai_018_009/images/scene_cam_01_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_018_009/images/scene_cam_01_final_preview/frame.0000.color.jpg,hypersim_data/ai_018_009/images/scene_cam_01_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_018_009/images/scene_cam_01_geometry_hdf5/frame.0000.semantic.hdf5
6402,6683,hypersim_data/ai_018_003/images/scene_cam_00_geometry_hdf5/frame.0075.depth_meters.hdf5,hypersim_data/ai_018_003/images/scene_cam_00_final_preview/frame.0075.color.jpg,hypersim_data/ai_018_003/images/scene_cam_00_geometry_hdf5/frame.0075.semantic_instance.hdf5,hypersim_data/ai_018_003/images/scene_cam_00_geometry_hdf5/frame.0075.semantic.hdf5
6403,6684,hypersim_data/ai_035_005/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_035_005/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_035_005/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_035_005/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6404,6685,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_037_009/images/scene_cam_00_final_preview/frame.0015.color.jpg,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_037_009/images/scene_cam_00_geometry_hdf5/frame.0015.semantic.hdf5
6405,6686,hypersim_data/ai_032_004/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_032_004/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_032_004/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_032_004/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
6406,6687,hypersim_data/ai_003_005/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_003_005/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_003_005/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_003_005/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
6407,6688,hypersim_data/ai_004_001/images/scene_cam_01_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_004_001/images/scene_cam_01_final_preview/frame.0065.color.jpg,hypersim_data/ai_004_001/images/scene_cam_01_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_004_001/images/scene_cam_01_geometry_hdf5/frame.0065.semantic.hdf5
6408,6689,hypersim_data/ai_030_005/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_030_005/images/scene_cam_00_final_preview/frame.0005.color.jpg,hypersim_data/ai_030_005/images/scene_cam_00_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_030_005/images/scene_cam_00_geometry_hdf5/frame.0005.semantic.hdf5
6409,6691,hypersim_data/ai_010_003/images/scene_cam_00_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_010_003/images/scene_cam_00_final_preview/frame.0045.color.jpg,hypersim_data/ai_010_003/images/scene_cam_00_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_010_003/images/scene_cam_00_geometry_hdf5/frame.0045.semantic.hdf5
6410,6692,hypersim_data/ai_055_002/images/scene_cam_01_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_055_002/images/scene_cam_01_final_preview/frame.0070.color.jpg,hypersim_data/ai_055_002/images/scene_cam_01_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_055_002/images/scene_cam_01_geometry_hdf5/frame.0070.semantic.hdf5
6411,6693,hypersim_data/ai_030_003/images/scene_cam_00_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_030_003/images/scene_cam_00_final_preview/frame.0095.color.jpg,hypersim_data/ai_030_003/images/scene_cam_00_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_030_003/images/scene_cam_00_geometry_hdf5/frame.0095.semantic.hdf5
6412,6694,hypersim_data/ai_051_002/images/scene_cam_01_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_051_002/images/scene_cam_01_final_preview/frame.0005.color.jpg,hypersim_data/ai_051_002/images/scene_cam_01_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_051_002/images/scene_cam_01_geometry_hdf5/frame.0005.semantic.hdf5
6413,6695,hypersim_data/ai_047_005/images/scene_cam_00_geometry_hdf5/frame.0075.depth_meters.hdf5,hypersim_data/ai_047_005/images/scene_cam_00_final_preview/frame.0075.color.jpg,hypersim_data/ai_047_005/images/scene_cam_00_geometry_hdf5/frame.0075.semantic_instance.hdf5,hypersim_data/ai_047_005/images/scene_cam_00_geometry_hdf5/frame.0075.semantic.hdf5
6414,6696,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_007_004/images/scene_cam_03_final_preview/frame.0060.color.jpg,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0060.semantic.hdf5
6415,6697,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_015_001/images/scene_cam_00_final_preview/frame.0095.color.jpg,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_015_001/images/scene_cam_00_geometry_hdf5/frame.0095.semantic.hdf5
6416,6698,hypersim_data/ai_004_008/images/scene_cam_00_geometry_hdf5/frame.0055.depth_meters.hdf5,hypersim_data/ai_004_008/images/scene_cam_00_final_preview/frame.0055.color.jpg,hypersim_data/ai_004_008/images/scene_cam_00_geometry_hdf5/frame.0055.semantic_instance.hdf5,hypersim_data/ai_004_008/images/scene_cam_00_geometry_hdf5/frame.0055.semantic.hdf5
6417,6699,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_050_001/images/scene_cam_03_final_preview/frame.0025.color.jpg,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0025.semantic.hdf5
6418,6700,hypersim_data/ai_026_017/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_026_017/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_026_017/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_026_017/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6419,6701,hypersim_data/ai_013_010/images/scene_cam_00_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_013_010/images/scene_cam_00_final_preview/frame.0050.color.jpg,hypersim_data/ai_013_010/images/scene_cam_00_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_013_010/images/scene_cam_00_geometry_hdf5/frame.0050.semantic.hdf5
6420,6702,hypersim_data/ai_017_003/images/scene_cam_00_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_017_003/images/scene_cam_00_final_preview/frame.0050.color.jpg,hypersim_data/ai_017_003/images/scene_cam_00_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_017_003/images/scene_cam_00_geometry_hdf5/frame.0050.semantic.hdf5
6421,6703,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_044_003/images/scene_cam_02_final_preview/frame.0065.color.jpg,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_044_003/images/scene_cam_02_geometry_hdf5/frame.0065.semantic.hdf5
6422,6704,hypersim_data/ai_009_006/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_009_006/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_009_006/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_009_006/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
6423,6705,hypersim_data/ai_054_010/images/scene_cam_01_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_054_010/images/scene_cam_01_final_preview/frame.0035.color.jpg,hypersim_data/ai_054_010/images/scene_cam_01_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_054_010/images/scene_cam_01_geometry_hdf5/frame.0035.semantic.hdf5
6424,6706,hypersim_data/ai_024_011/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_024_011/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_024_011/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_024_011/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
6425,6707,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_018_007/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_018_007/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
6426,6708,hypersim_data/ai_052_001/images/scene_cam_01_geometry_hdf5/frame.0080.depth_meters.hdf5,hypersim_data/ai_052_001/images/scene_cam_01_final_preview/frame.0080.color.jpg,hypersim_data/ai_052_001/images/scene_cam_01_geometry_hdf5/frame.0080.semantic_instance.hdf5,hypersim_data/ai_052_001/images/scene_cam_01_geometry_hdf5/frame.0080.semantic.hdf5
6427,6709,hypersim_data/ai_019_002/images/scene_cam_00_geometry_hdf5/frame.0010.depth_meters.hdf5,hypersim_data/ai_019_002/images/scene_cam_00_final_preview/frame.0010.color.jpg,hypersim_data/ai_019_002/images/scene_cam_00_geometry_hdf5/frame.0010.semantic_instance.hdf5,hypersim_data/ai_019_002/images/scene_cam_00_geometry_hdf5/frame.0010.semantic.hdf5
6428,6710,hypersim_data/ai_008_001/images/scene_cam_02_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_008_001/images/scene_cam_02_final_preview/frame.0045.color.jpg,hypersim_data/ai_008_001/images/scene_cam_02_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_008_001/images/scene_cam_02_geometry_hdf5/frame.0045.semantic.hdf5
6429,6711,hypersim_data/ai_035_001/images/scene_cam_01_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_035_001/images/scene_cam_01_final_preview/frame.0060.color.jpg,hypersim_data/ai_035_001/images/scene_cam_01_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_035_001/images/scene_cam_01_geometry_hdf5/frame.0060.semantic.hdf5
6430,6712,hypersim_data/ai_027_001/images/scene_cam_03_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_027_001/images/scene_cam_03_final_preview/frame.0025.color.jpg,hypersim_data/ai_027_001/images/scene_cam_03_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_027_001/images/scene_cam_03_geometry_hdf5/frame.0025.semantic.hdf5
6431,6714,hypersim_data/ai_054_004/images/scene_cam_01_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_054_004/images/scene_cam_01_final_preview/frame.0025.color.jpg,hypersim_data/ai_054_004/images/scene_cam_01_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_054_004/images/scene_cam_01_geometry_hdf5/frame.0025.semantic.hdf5
6432,6715,hypersim_data/ai_005_001/images/scene_cam_00_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_005_001/images/scene_cam_00_final_preview/frame.0000.color.jpg,hypersim_data/ai_005_001/images/scene_cam_00_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_005_001/images/scene_cam_00_geometry_hdf5/frame.0000.semantic.hdf5
